GeneID,EC,HMMER,dbCAN_sub,DIAMOND,Number_of_Tools,dbCAN subfam,Subfam Composition,Subfam EC,Substrate,Profile Length,Gene Length,E Value,Profile Start,Profile End,Gene Start,Gene End,Coverage
jgi|Neocon1|834817|estExt_fgenesh1_pg.C_2620010,3.2.1.8:12|3.1.1.72:1,GH11(48-228),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,251,8.90E-97,1,181,49,229,"0.9782608695652174	0.9782608695652174"
jgi|Neocon1|835082|estExt_fgenesh1_pg.C_2770005,-,CE12(79-299),CE12_e65,-,2,CE12_e65,CE12:8|CE8:3|PL9_1:1,-,unassigned,221,337,9.00E-89,1,221,80,300,"0.995475113122172	0.995475113122172"
jgi|Neocon1|835312|estExt_fgenesh1_pg.C_2900015,3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1,GH48(28-647),GH48_e1,GH48,3,GH48_e1,GH48:896|CBM2:278|CBM3:100|GH9:15|GH74:4|GH10:3|CBM64:1,3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1,"cellulose, cellulose, chitin",623,680,2.00E-277,2,619,30,647,"0.9903691813804173	0.9903691813804173"
jgi|Neocon1|837133|MIX398_230_85,3.2.1.8:3,GH10(25-323),GH10_e134,CBM1+GH10+3.2.1.8,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,732,3.40E-157,1,318,27,324,"0.9968553459119497	0.9968553459119497"
jgi|Neocon1|837159|MIX424_41_15,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(143-380),GH6_e3,CBM1+GH6+3.2.1.4,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,424,4.50E-126,3,248,136,381,"0.9040590405904059	0.9040590405904059"
jgi|Neocon1|837341|MIX606_10_33,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(61-325),GH5_e55,GH5_4+3.2.1.4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,492,1.80E-90,1,273,62,325,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|837706|MIX971_2_30,-,CE16(2-214),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,225,1.00E-27,55,257,3,214,"0.7829457364341085	0.7829457364341085"
jgi|Neocon1|837745|MIX1010_117_47,-,GT2(29-176),GT2,-,2,GT2,GT2:7,-,unassigned,155,263,3.10E-44,1,133,30,166,"0.8516129032258064	0.8516129032258064"
jgi|Neocon1|837764|MIX1029_2_27,-,GT92(93-328),GT92_e3,-,2,GT92_e3,GT92:11,-,unassigned,207,363,4.20E-32,1,205,95,312,"0.9855072463768116	0.9855072463768116"
jgi|Neocon1|839578|MIX2843_4_29,3.2.1.99:3|3.2.1.146:1|3.2.1.99:3|3.2.1.146:1,GH43_37(104-335)+CBM61(395-533),GH43_e244+CBM61_e6,CBM61+GH43_37+3.2.1.99,3,CBM61_e6,CBM61:17|GH43_37:14|CBM35:2|GH16:1|CBM9:1|GH0:1,3.2.1.99:3|3.2.1.146:1,beta-galactan,141,536,6.40E-51,1,141,397,533,"0.9929078014184397	0.9929078014184397"
jgi|Neocon1|839844|MIX3109_314_95,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(56-328),GH5_e55,GH5_4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,537,4.60E-132,1,273,58,328,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|840495|MIX3760_27_73,-,PL1_6(122-347),PL1_e99,PL1,3,PL1_e99,PL1_6:91|CE8:11|PL1:6,-,unassigned,210,571,7.70E-78,2,209,123,347,"0.9857142857142858	0.9857142857142858"
jgi|Neocon1|841070|MIX4335_3_34,-,GT2(29-187),GT2,-,2,GT2,GT2:7,-,unassigned,155,255,1.10E-43,1,154,30,193,"0.9870967741935484	0.9870967741935484"
jgi|Neocon1|841554|MIX4819_60_97,3.1.1.-:1,CE12(20-226),CE12_e43,-,2,CE12_e43,CE12:53|CBM1:1,3.1.1.-:1,pectin,213,254,7.00E-60,1,212,21,227,"0.9906103286384976	0.9906103286384976"
jgi|Neocon1|841569|MIX4834_153_63,3.2.1.8:3|3.2.1.8:3,GH10(23-332)+GH10(364-671),GH10_e134+GH10_e134,CBM1+GH10,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,890,1.60E-97,2,318,26,333,"0.9937106918238994	0.9937106918238994"
jgi|Neocon1|843903|MIX7168_31_72,-,CBM32(29-157),CBM32_e184,-,2,CBM32_e184,CBM32:20|GH16_3:16|CBM6:11|GH128:11|GH141:1,-,host glycan,113,472,2.20E-32,5,113,37,158,"0.9557522123893806	0.9557522123893806"
jgi|Neocon1|845883|MIX9148_181_42,3.2.1.21:3,GH1(72-650),GH1_e112,GH1,3,GH1_e112,GH1:10,3.2.1.21:3,beta-glucan,580,660,0,1,579,74,652,"0.996551724137931	0.996551724137931"
jgi|Neocon1|847428|MIX10693_1081_100,-,GT17(227-364),GT17_e5,-,2,GT17_e5,GT17:47,-,unassigned,293,721,1.30E-20,16,147,227,359,"0.447098976109215	0.447098976109215"
jgi|Neocon1|848882|MIX12147_219_54,3.2.1.4:43|3.2.1.78:1,GH45(148-349),GH45_e7,GH45+3.2.1.4,3,GH45_e7,GH45:93|CBM1:33,3.2.1.4:43|3.2.1.78:1,"beta-glucan, beta-mannan",200,363,7.00E-91,1,199,149,349,"0.99	0.99"
jgi|Neocon1|849067|MIX12332_46_89,3.2.1.4:59,GH45(226-425),GH45_e0,-,2,GH45_e0,GH45:307|CBM1:59,3.2.1.4:59,beta-glucan,200,428,1.60E-100,1,200,227,425,"0.995	0.995"
jgi|Neocon1|849605|MIX12870_220_75,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,GH3(548-793),GH3_e165,GH3,3,GH3_e165,GH3:569,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,"beta-glucan, xylan, beta-glucan, beta-glucan",217,834,1.20E-85,4,217,533,795,"0.9815668202764977	0.9815668202764977"
jgi|Neocon1|850322|MIX13587_6_36,-,GH5_7(2-163),GH5_e247,-,2,GH5_e247,GH5_7:8,-,unassigned,312,294,1.40E-54,40,191,3,164,"0.483974358974359	0.483974358974359"
jgi|Neocon1|851697|MIX14962_11015_61,3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1,GH48(29-626),GH48_e1,GH48,3,GH48_e1,GH48:896|CBM2:278|CBM3:100|GH9:15|GH74:4|GH10:3|CBM64:1,3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1,"cellulose, cellulose, chitin",623,742,4.30E-153,249,618,258,625,"0.5922953451043339	0.5922953451043339"
jgi|Neocon1|851910|MIX15175_765_34,3.2.1.-:3|3.2.1.63:2,GH95(114-842),GH95_e1,CBM13+GH95,3,GH95_e1,GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1,3.2.1.-:3|3.2.1.63:2,"pectin, xylan, xyloglucan, host glycan",743,904,6.00E-298,3,733,116,844,"0.9825033647375505	0.9825033647375505"
jgi|Neocon1|852106|MIX15371_91_38,-,PL4(17-565),PL4_e9,PL4,3,PL4_e9,PL4:8,-,unassigned,565,590,2.40E-121,2,562,22,563,"0.9911504424778761	0.9911504424778761"
jgi|Neocon1|852181|MIX15446_22_95,3.2.1.8:12|3.1.1.72:1,GH11(45-227),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,245,6.60E-96,1,182,46,227,"0.9836956521739131	0.9836956521739131"
jgi|Neocon1|852198|MIX15463_22_95,3.2.1.8:12|3.1.1.72:1,GH11(45-227),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,245,2.10E-95,1,182,46,227,"0.9836956521739131	0.9836956521739131"
jgi|Neocon1|853088|MIX16353_16_23,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,GH18(467-807),GH18_e66,CBM18+GH18,3,GH18_e66,GH18:854|CBM2:460|CBM5:127|CBM12:58|CBM57:1|GH8:1,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,"chitin, chitin, peptidoglycan",350,818,4.90E-63,2,348,467,807,"0.9885714285714285	0.9885714285714285"
jgi|Neocon1|853241|MIX16506_21_65,-,PL1_7(161-342),PL1_e27,-,2,PL1_e27,PL1_9:17|PL1:7|CBM66:4|CBM1:1,-,unassigned,180,410,2.20E-79,5,179,170,344,"0.9666666666666667	0.9666666666666667"
jgi|Neocon1|854817|MIX18082_21_45,4.2.2.2:30,PL1_7(143-324),PL1_e51,-,2,PL1_e51,PL1_7:95|PL1:14|CBM1:2|CBM2:1|PL1_5:1,4.2.2.2:30,pectin,181,392,3.80E-77,2,181,145,325,"0.988950276243094	0.988950276243094"
jgi|Neocon1|854822|MIX18087_22_97,-,PL1_7(63-244),PL1_e27,-,2,PL1_e27,PL1_9:17|PL1:7|CBM66:4|CBM1:1,-,unassigned,180,312,1.50E-75,5,179,72,246,"0.9666666666666667	0.9666666666666667"
jgi|Neocon1|855073|MIX18338_723_67,2.4.1.16:11,GT2(401-911),GT2,GT2,3,GT2,GT2:298,2.4.1.16:11,unassigned,505,1049,5.00E-239,16,504,403,911,"0.9663366336633663	0.9663366336633663"
jgi|Neocon1|855157|MIX18422_223_49,3.2.1.131:6,GH115(207-663),GH115_e0,GH115+3.2.1.131,3,GH115_e0,GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1,3.2.1.131:6,xylan,646,1111,2.50E-181,6,642,207,1092,"0.9845201238390093	0.9845201238390093"
jgi|Neocon1|855167|MIX18432_81_46,3.2.1.131:6,GH115(50-713),GH115_e0,GH115+3.2.1.131,3,GH115_e0,GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1,3.2.1.131:6,xylan,646,951,1.60E-178,61,642,80,932,"0.8993808049535603	0.8993808049535603"
jgi|Neocon1|855187|MIX18452_65_41,3.2.1.4:3|3.2.1.8:2|3.2.1.73:1|3.2.1.4:3|3.2.1.8:2|3.2.1.73:1,GH26(173-322)+GH26(508-647),GH26_e54+GH26_e54,GH26,3,GH26_e54,GH26:20|CBM11:6|GH5_25:6,3.2.1.4:3|3.2.1.8:2|3.2.1.73:1,beta-glucan,177,739,2.00E-75,1,177,503,678,"0.9943502824858758	0.9943502824858758"
jgi|Neocon1|857622|MIX20887_37_37,3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1,GH43_16(1-118),GH43_e261,-,2,GH43_e261,GH43_16:637|CBM6:630|CBM22:66|CBM36:43|GH43_10:40|CBM13:21|GH43:12|CBM2:6|GH10:4|CBM3:3|CBM5:2|CBM35:1|CBM42:1|GH43_34:1,3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1,"xylan, xylan, xylan, xylan",297,227,4.60E-28,50,179,1,119,"0.43434343434343436	0.43434343434343436"
jgi|Neocon1|859476|MIX22741_12_57,-,CE12(85-295),CE12_e34,-,2,CE12_e34,CE12:12,-,unassigned,214,325,1.90E-63,1,211,86,296,"0.9813084112149533	0.9813084112149533"
jgi|Neocon1|85994|CE85993_6296,-,GT4(2789-2937),GT4_e3925,GT4,3,GT4_e3925,GT4:22,-,unassigned,153,3027,8.80E-53,4,153,2790,2939,"0.9738562091503268	0.9738562091503268"
jgi|Neocon1|860740|MIX24005_59_94,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,8.00E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|860752|MIX24017_128_99,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,8.10E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|860762|MIX24027_1375_99,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,5.40E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|861505|MIX24770_18_72,-,GT17(32-175),GT17_e5,-,2,GT17_e5,GT17:47,-,unassigned,293,451,6.80E-21,12,147,36,170,"0.46075085324232085	0.46075085324232085"
jgi|Neocon1|86230|CE86229_167975,3.2.1.1:1|3.2.1.20:35|3.2.1.177:14,CBM26(162-228)+GH31(470-954),CBM26_e1+GH31_e73,GH31+3.2.1.20,3,GH31_e73,GH31:159,3.2.1.20:35|3.2.1.177:14,"starch, xyloglucan",470,1077,5.00E-179,1,470,470,955,"0.997872340425532	0.997872340425532"
jgi|Neocon1|862303|MIX25568_8_57,3.2.1.109:1,GH114(31-206),GH114_e0,-,2,GH114_e0,GH114:59,3.2.1.109:1,alpha-mannan,190,267,8.40E-24,8,189,41,206,"0.9526315789473684	0.9526315789473684"
jgi|Neocon1|862398|MIX25663_6_28,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(122-281),GH6_e3,GH6+3.2.1.-,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,341,3.00E-79,61,218,121,278,"0.5793357933579336	0.5793357933579336"
jgi|Neocon1|862449|MIX25714_8_35,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,GH3(579-790),GH3_e165,GH3,3,GH3_e165,GH3:569,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,"beta-glucan, xylan, beta-glucan, beta-glucan",217,830,3.60E-85,4,217,529,791,"0.9815668202764977	0.9815668202764977"
jgi|Neocon1|862450|MIX25715_10_38,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,GH3(579-790),GH3_e165,GH3,3,GH3_e165,GH3:569,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,"beta-glucan, xylan, beta-glucan, beta-glucan",217,830,3.60E-85,4,217,529,791,"0.9815668202764977	0.9815668202764977"
jgi|Neocon1|86264|CE86263_93624,3.2.1.1:1|3.2.1.20:35|3.2.1.177:14,CBM26(177-243)+GH31(485-969),CBM26_e1+GH31_e73,GH31+3.2.1.20,3,CBM26_e1,CBM26:65|GH13_42:61|CBM35:11|CBM25:5|CBM41:2|CBM82:2|CBM83:2|GH13_41:2|GH13_28:1|GH13_19:1,3.2.1.1:1,starch,67,1092,2.70E-18,2,67,180,245,"0.9701492537313433	0.9701492537313433"
jgi|Neocon1|86276|CE86275_119965,3.2.1.1:1|3.2.1.20:35|3.2.1.177:14,CBM26(162-228)+GH31(574-901),CBM26_e1+GH31_e73,GH31+3.2.1.20,3,GH31_e73,GH31:159,3.2.1.20:35|3.2.1.177:14,"starch, xyloglucan",470,1024,3.30E-110,155,470,574,902,"0.6702127659574468	0.6702127659574468"
jgi|Neocon1|86326|CE86325_132871,3.2.1.1:1|3.2.1.20:35|3.2.1.177:14,CBM26(188-254)+GH31(600-927),CBM26_e1+GH31_e73,GH31+3.2.1.20,3,CBM26_e1,CBM26:65|GH13_42:61|CBM35:11|CBM25:5|CBM41:2|CBM82:2|CBM83:2|GH13_41:2|GH13_28:1|GH13_19:1,3.2.1.1:1,starch,67,1050,2.50E-18,2,67,191,256,"0.9701492537313433	0.9701492537313433"
jgi|Neocon1|863458|MIX26723_9_42,3.2.1.91:55|3.2.1.4:4,GH6(1-150),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,190,1.30E-52,150,295,1,150,"0.4915254237288136	0.4915254237288136"
jgi|Neocon1|863485|MIX26750_62_6,3.2.1.21:13,GH3(64-253),GH3_e180,GH3,3,GH3_e180,GH3:184,3.2.1.21:13,beta-glucan,210,723,5.30E-65,1,210,65,254,"0.9952380952380953	0.9952380952380953"
jgi|Neocon1|863928|MIX27193_183_70,-,CE1(357-590),CE1_e22,-,2,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,595,4.50E-37,3,204,360,587,"0.9757281553398058	0.9757281553398058"
jgi|Neocon1|863930|MIX27195_96_83,-,CE1(357-591),CE1_e22,-,2,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,595,3.20E-39,3,205,360,588,"0.9805825242718447	0.9805825242718447"
jgi|Neocon1|864473|MIX27738_87_98,3.2.1.91:55|3.2.1.4:4,GH6(145-447),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,487,4.70E-104,4,295,148,447,"0.9864406779661017	0.9864406779661017"
jgi|Neocon1|864842|MIX28107_23_64,-,PL1_6(130-344),PL1_e14,PL1,3,PL1_e14,PL1:17|PL1_6:9,-,unassigned,231,462,1.00E-82,3,231,130,345,"0.987012987012987	0.987012987012987"
jgi|Neocon1|865612|MIX28877_16_45,3.2.1.8:12|3.1.1.72:1,GH11(50-228),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,247,1.80E-87,1,181,49,229,"0.9782608695652174	0.9782608695652174"
jgi|Neocon1|866209|MIX29474_1_14,-,CE16(125-350),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,360,3.30E-26,27,257,121,350,"0.8914728682170543	0.8914728682170543"
jgi|Neocon1|866224|MIX29489_1_14,-,GT92(93-329),GT92_e3,-,2,GT92_e3,GT92:11,-,unassigned,207,363,7.70E-32,1,205,95,312,"0.9855072463768116	0.9855072463768116"
jgi|Neocon1|866236|MIX29501_1_14,-,CE16(106-350),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,360,1.70E-26,26,257,120,350,"0.8953488372093024	0.8953488372093024"
jgi|Neocon1|868519|MIX31784_1_12,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(10-114),GH5_e55,-,2,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,317,1.00E-26,161,268,11,116,"0.3905109489051095	0.3905109489051095"
jgi|Neocon1|868840|MIX32105_4_5,3.1.1.72:6|3.1.1.73:2,CE6(69-162),CE6_e2,-,2,CE6_e2,CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1,3.1.1.72:6|3.1.1.73:2,xylan,111,327,5.60E-29,2,97,72,162,"0.8558558558558559	0.8558558558558559"
jgi|Neocon1|869137|MIX32402_103_95,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(59-330),GH5_e55,GH5_4+3.2.1.4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,453,2.20E-125,1,273,61,330,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|869777|MIX33042_28_83,3.2.1.99:3|3.2.1.146:1|3.2.1.99:3|3.2.1.146:1,GH43_37(111-342)+CBM61(402-540),GH43_e244+CBM61_e6,CBM61+GH43_37+3.2.1.99,3,GH43_e244,GH43_37:34|CBM61:22|CBM35:11|CBM5:4,3.2.1.99:3|3.2.1.146:1,"arabinan, beta-galactan",241,542,8.50E-106,1,241,112,343,"0.995850622406639	0.995850622406639"
jgi|Neocon1|869804|MIX33069_1491_99,-,GH43_35(74-368),GH43_e231,GH43_35,3,GH43_e231,GH43_35:13,-,unassigned,282,550,2.10E-92,1,281,75,369,"0.9929078014184397	0.9929078014184397"
jgi|Neocon1|869808|MIX33073_166_87,-,GH43_35(1-292),GH43_e231,GH43_35,3,GH43_e231,GH43_35:13,-,unassigned,282,474,6.90E-94,3,281,1,293,"0.9858156028368794	0.9858156028368794"
jgi|Neocon1|869813|MIX33078_2010_99,-,GH43_35(75-369),GH43_e231,GH43_35,3,GH43_e231,GH43_35:13,-,unassigned,282,551,3.90E-95,1,281,76,370,"0.9929078014184397	0.9929078014184397"
jgi|Neocon1|869927|MIX33192_4_42,-,GT2(27-160),GT2,-,2,GT2,GT2:7,-,unassigned,143,259,1.20E-42,1,123,28,151,"0.8531468531468531	0.8531468531468531"
jgi|Neocon1|869939|MIX33204_25_90,-,CE16(110-343),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,353,4.70E-26,26,257,110,343,"0.8953488372093024	0.8953488372093024"
jgi|Neocon1|870342|MIX33607_5_63,-,CE16(2-214),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,225,3.90E-28,55,257,3,214,"0.7829457364341085	0.7829457364341085"
jgi|Neocon1|870433|MIX33698_28_90,-,CE16(110-343),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,352,4.60E-26,26,257,110,343,"0.8953488372093024	0.8953488372093024"
jgi|Neocon1|871030|MIX34295_16_56,3.1.1.72:6|3.1.1.73:2,CE6(93-201),CE6_e2,CE6+3.1.1.72,3,CE6_e2,CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1,3.1.1.72:6|3.1.1.73:2,xylan,111,373,6.10E-45,1,111,95,203,"0.990990990990991	0.990990990990991"
jgi|Neocon1|872041|MIX35306_2061_98,3.2.1.91:55|3.2.1.4:4,GH6(155-457),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,497,9.70E-110,2,295,156,457,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|872105|MIX35370_1_3,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(40-313),GH5_e55,GH5_4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,1037,1.10E-120,1,273,42,313,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|872996|MIX36261_31_80,3.2.1.8:1,GH10(101-455),GH10_e82,GH10,3,GH10_e82,GH10:7,3.2.1.8:1,xylan,328,497,8.60E-68,12,327,115,455,"0.9603658536585366	0.9603658536585366"
jgi|Neocon1|883831|fgenesh2_kg.1___331___TRINITY_DN111_c1_g1_i1,-,GT2(68-195),GT2,-,2,GT2,GT2:7,-,unassigned,155,365,7.60E-42,1,105,69,174,"0.6709677419354839	0.6709677419354839"
jgi|Neocon1|883833|fgenesh2_kg.1___333___TRINITY_DN111_c1_g1_i2,-,GT2(68-195),GT2,-,2,GT2,GT2:7,-,unassigned,155,367,7.70E-42,1,105,69,174,"0.6709677419354839	0.6709677419354839"
jgi|Neocon1|884287|fgenesh2_kg.2___199___TRINITY_DN3516_c0_g1_i1,3.1.1.-:1,CE15(52-376),CE15_e21,CE15,3,CE15_e21,CE15:21|GH8:4|GH10:3|CBM9:1|CBM4:1,3.1.1.-:1,unassigned,322,532,6.70E-155,1,322,54,377,"0.9968944099378882	0.9968944099378882"
jgi|Neocon1|884473|fgenesh2_kg.3___8___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-351),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,512,1.20E-127,2,309,54,353,"0.9715189873417721	0.9715189873417721"
jgi|Neocon1|884480|fgenesh2_kg.3___15___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-351),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,512,6.90E-128,2,309,54,353,"0.9715189873417721	0.9715189873417721"
jgi|Neocon1|884490|fgenesh2_kg.3___25___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-351),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,512,4.20E-128,2,309,54,353,"0.9715189873417721	0.9715189873417721"
jgi|Neocon1|884496|fgenesh2_kg.3___31___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-351),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,512,6.90E-128,2,309,54,353,"0.9715189873417721	0.9715189873417721"
jgi|Neocon1|884502|fgenesh2_kg.3___37___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-335),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,496,4.80E-108,2,309,54,337,"0.9715189873417721	0.9715189873417721"
jgi|Neocon1|884528|fgenesh2_kg.3___63___TRINITY_DN6193_c0_g1_i8,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,GH32(55-338),GH32_e16,GH32,3,GH32_e16,GH32:1098|CBM66:301|CBM38:114,3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3,"fructan, fructan, fructan, fructan, fructan, fructan",316,499,7.90E-117,2,309,54,340,"0.9715189873417721	0.9715189873417721"
