proteinId	annotation	name
Neocon1|747070	CBM12	Carbohydrate-Binding Module Family 12
Neocon1|747401	DOC2	
Neocon1|747883	DOC2	
Neocon1|747883	DOC2	
Neocon1|748249	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|748753	GH3	Glycoside Hydrolase Family 3
Neocon1|748755	GH3	Glycoside Hydrolase Family 3
Neocon1|749537	GH31	Glycoside Hydrolase Family 31
Neocon1|750181	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|750783	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|751317	GT2	GlycosylTransferase Family 2
Neocon1|751364	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|751839	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|752219	GH43	Glycoside Hydrolase Family 43
Neocon1|752346	GT2	GlycosylTransferase Family 2
Neocon1|753311	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|753311	GH11	Glycoside Hydrolase Family 11
Neocon1|753338	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|754888	DOC2	
Neocon1|754888	GH16	Glycoside Hydrolase Family 16
Neocon1|754888	GH16	Glycoside Hydrolase Family 16
Neocon1|754888	GH16	Glycoside Hydrolase Family 16
Neocon1|754888	DOC2	
Neocon1|754888	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|755055	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|756382	GH45	Glycoside Hydrolase Family 45
Neocon1|756382	DOC2	
Neocon1|756382	DOC2	
Neocon1|756382	DOC2	
Neocon1|756382	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|757648	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|758094	GT101	GlycosylTransferase Family 101
Neocon1|758824	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|758943	GH24	Glycoside Hydrolase Family 24
Neocon1|759781	CE4	Carbohydrate Esterase Family 4
Neocon1|759783	CE4	Carbohydrate Esterase Family 4
Neocon1|759887	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|759887	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|760747	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|760747	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|761215	GH6	Glycoside Hydrolase Family 6
Neocon1|761226	DOC2	
Neocon1|761226	DOC2	
Neocon1|761226	GH6	Glycoside Hydrolase Family 6
Neocon1|761229	DOC2	
Neocon1|761229	DOC2	
Neocon1|761229	GH6	Glycoside Hydrolase Family 6
Neocon1|761231	DOC2	
Neocon1|761231	DOC2	
Neocon1|761231	GH6	Glycoside Hydrolase Family 6
Neocon1|761235	DOC2	
Neocon1|761235	DOC2	
Neocon1|761235	GH6	Glycoside Hydrolase Family 6
Neocon1|761236	GH6	Glycoside Hydrolase Family 6
Neocon1|761240	DOC2	
Neocon1|761240	DOC2	
Neocon1|761240	GH6	Glycoside Hydrolase Family 6
Neocon1|761241	DOC2	
Neocon1|761241	DOC2	
Neocon1|761241	GH6	Glycoside Hydrolase Family 6
Neocon1|761242	DOC2	
Neocon1|761242	DOC2	
Neocon1|761242	GH6	Glycoside Hydrolase Family 6
Neocon1|761549	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|762797	DOC2	
Neocon1|762797	DOC2	
Neocon1|762797	GH10	Glycoside Hydrolase Family 10
Neocon1|764747	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|764761	DOC2	
Neocon1|764761	DOC2	
Neocon1|765449	GH3	Glycoside Hydrolase Family 3
Neocon1|765624	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|765682	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|765687	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|765687	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|765687	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|765816	DOC2	
Neocon1|765816	DOC2	
Neocon1|765816	GH6	Glycoside Hydrolase Family 6
Neocon1|767214	DOC2	
Neocon1|767214	GH43	Glycoside Hydrolase Family 43
Neocon1|768732	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|768736	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|771324	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771904	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771904	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771904	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|771904	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|772040	GH47	Glycoside Hydrolase Family 47
Neocon1|772925	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|772925	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|772925	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773084	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773084	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773084	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773153	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773153	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773153	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773201	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773367	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773367	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773368	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773759	GH11	Glycoside Hydrolase Family 11
Neocon1|773812	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773812	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773812	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773858	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773858	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773858	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773985	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773985	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|773986	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774286	GT34	GlycosylTransferase Family 34
Neocon1|774354	CE4	Carbohydrate Esterase Family 4
Neocon1|774354	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	DOC2	
Neocon1|774373	DOC2	
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	DOC2	
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774373	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774374	DOC2	
Neocon1|774374	DOC2	
Neocon1|774374	DOC2	
Neocon1|774374	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774374	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774374	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774374	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|774552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|774561	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|774602	DOC2	
Neocon1|774602	CE15	Carbohydrate Esterase Family 15
Neocon1|774602	DOC2	
Neocon1|774691	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|774703	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|774704	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|774834	DOC2	
Neocon1|774834	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|774834	DOC2	
Neocon1|775000	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775095	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|775101	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775101	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775263	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|775263	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|775263	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|775263	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|775263	DOC2	
Neocon1|775263	GH10	Glycoside Hydrolase Family 10
Neocon1|775263	DOC2	
Neocon1|775263	DOC2	
Neocon1|775265	DOC2	
Neocon1|775265	GH9	Glycoside Hydrolase Family 9
Neocon1|775265	DOC2	
Neocon1|775329	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|775329	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775412	GH11	Glycoside Hydrolase Family 11
Neocon1|775412	GH11	Glycoside Hydrolase Family 11
Neocon1|775412	DOC2	
Neocon1|775412	GH11	Glycoside Hydrolase Family 11
Neocon1|775412	GH11	Glycoside Hydrolase Family 11
Neocon1|775412	GH11	Glycoside Hydrolase Family 11
Neocon1|775476	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775476	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775476	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|775542	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|775542	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|775560	CE4	Carbohydrate Esterase Family 4
Neocon1|775644	GH11	Glycoside Hydrolase Family 11
Neocon1|775644	GH11	Glycoside Hydrolase Family 11
Neocon1|775644	GH11	Glycoside Hydrolase Family 11
Neocon1|775644	CE4	Carbohydrate Esterase Family 4
Neocon1|775657	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|775721	DOC2	
Neocon1|775721	DOC2	
Neocon1|775721	GH115	Glycoside Hydrolase Family 115
Neocon1|776018	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|776054	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|776054	CE18	Carbohydrate Esterase Family 18
Neocon1|776054	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|776054	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|776741	GT66	GlycosylTransferase Family 66
Neocon1|776773	GH45	Glycoside Hydrolase Family 45
Neocon1|776790	CE4	Carbohydrate Esterase Family 4
Neocon1|776851	GT71	GlycosylTransferase Family 71
Neocon1|776851	GT71	GlycosylTransferase Family 71
Neocon1|777075	GH48	Glycoside Hydrolase Family 48
Neocon1|777075	DOC2	
Neocon1|777075	DOC2	
Neocon1|777168	GT2	GlycosylTransferase Family 2
Neocon1|777321	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|777322	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|777351	DOC2	
Neocon1|777351	DOC2	
Neocon1|777443	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|777443	GH10	Glycoside Hydrolase Family 10
Neocon1|777484	CE4	Carbohydrate Esterase Family 4
Neocon1|777515	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|777515	GH6	Glycoside Hydrolase Family 6
Neocon1|777532	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|777532	GH6	Glycoside Hydrolase Family 6
Neocon1|777644	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|777644	GH11	Glycoside Hydrolase Family 11
Neocon1|777725	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|777725	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|777725	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|777725	DOC2	
Neocon1|777725	DOC2	
Neocon1|777725	GH10	Glycoside Hydrolase Family 10
Neocon1|777725	DOC2	
Neocon1|777861	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|777862	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|777905	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|777905	GH45	Glycoside Hydrolase Family 45
Neocon1|777905	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|777930	GH3	Glycoside Hydrolase Family 3
Neocon1|778515	DOC2	
Neocon1|778515	DOC2	
Neocon1|778515	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|778515	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|778516	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|778516	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|778516	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|778516	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|778516	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|778516	DOC2	
Neocon1|778516	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|778516	DOC2	
Neocon1|778745	GH11	Glycoside Hydrolase Family 11
Neocon1|778745	GH11	Glycoside Hydrolase Family 11
Neocon1|778745	DOC2	
Neocon1|778745	DOC2	
Neocon1|778786	DOC2	
Neocon1|778786	DOC2	
Neocon1|778786	DOC2	
Neocon1|778786	DOC2	
Neocon1|778786	DOC2	
Neocon1|778786	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|778971	DOC2	
Neocon1|778971	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|779078	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779078	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779078	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779078	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779202	DOC2	
Neocon1|779202	DOC2	
Neocon1|779306	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779419	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779419	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779441	DOC2	
Neocon1|779441	DOC2	
Neocon1|779442	DOC2	
Neocon1|779442	DOC2	
Neocon1|779442	DOC2	
Neocon1|779447	DOC2	
Neocon1|779447	DOC2	
Neocon1|779447	DOC2	
Neocon1|779447	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779447	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779447	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779447	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779448	GH3	Glycoside Hydrolase Family 3
Neocon1|779450	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779450	DOC2	
Neocon1|779450	DOC2	
Neocon1|779450	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779450	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779452	DOC2	
Neocon1|779452	DOC2	
Neocon1|779452	DOC2	
Neocon1|779452	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779452	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779452	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779452	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	DOC2	
Neocon1|779461	DOC2	
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779461	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|779471	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779471	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779477	GT4	GlycosylTransferase Family 4
Neocon1|779488	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779488	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779488	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|779820	PL1	Polysaccharide Lyase Family 1
Neocon1|779839	GH26	Glycoside Hydrolase Family 26
Neocon1|779839	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|779839	DOC2	
Neocon1|779839	DOC2	
Neocon1|779943	DOC2	
Neocon1|779943	DOC2	
Neocon1|779943	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|780001	DOC2	
Neocon1|780001	GH9	Glycoside Hydrolase Family 9
Neocon1|780001	DOC2	
Neocon1|780001	DOC2	
Neocon1|780130	GH11	Glycoside Hydrolase Family 11
Neocon1|780136	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|780136	GH10	Glycoside Hydrolase Family 10
Neocon1|780138	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|780138	GH10	Glycoside Hydrolase Family 10
Neocon1|780252	GH45	Glycoside Hydrolase Family 45
Neocon1|780252	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|780514	GH38	Glycoside Hydrolase Family 38
Neocon1|780556	GH48	Glycoside Hydrolase Family 48
Neocon1|780556	DOC2	
Neocon1|780556	DOC2	
Neocon1|780724	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|780724	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|780800	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|781016	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|781016	GH10	Glycoside Hydrolase Family 10
Neocon1|781053	DOC2	
Neocon1|781053	GH11	Glycoside Hydrolase Family 11
Neocon1|781053	GH11	Glycoside Hydrolase Family 11
Neocon1|781053	DOC2	
Neocon1|781053	DOC2	
Neocon1|781053	CE4	Carbohydrate Esterase Family 4
Neocon1|781084	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|781084	GH43	Glycoside Hydrolase Family 43
Neocon1|781222	DOC2	
Neocon1|781222	GH114	Glycoside Hydrolase Family 114
Neocon1|781222	DOC2	
Neocon1|781222	DOC2	
Neocon1|781227	DOC2	
Neocon1|781227	DOC2	
Neocon1|781227	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|781394	GH48	Glycoside Hydrolase Family 48
Neocon1|781394	DOC2	
Neocon1|781394	DOC2	
Neocon1|781642	DOC2	
Neocon1|781642	GH11	Glycoside Hydrolase Family 11
Neocon1|781642	DOC2	
Neocon1|781642	CE1	Carbohydrate Esterase Family 1
Neocon1|781683	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|781684	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|781684	GH10	Glycoside Hydrolase Family 10
Neocon1|781690	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|781696	CE6	Carbohydrate Esterase Family 6
Neocon1|781696	DOC2	
Neocon1|781696	DOC2	
Neocon1|781715	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|781815	DOC2	
Neocon1|781815	DOC2	
Neocon1|781855	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|781914	Myosin_motor	Glycosyltransferase Family 2
Neocon1|781914	GT2	GlycosylTransferase Family 2
Neocon1|782035	PL1_6	Polysaccharide Lyase Family 1 / Subf 6
Neocon1|782137	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|782140	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|782146	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|782176	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|782176	DOC2	
Neocon1|782176	DOC2	
Neocon1|782176	DOC2	
Neocon1|782176	DOC2	
Neocon1|782191	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|782191	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|782239	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|782239	GH43	Glycoside Hydrolase Family 43
Neocon1|782322	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|782322	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|782322	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|782322	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|782348	GT22	GlycosylTransferase Family 22
Neocon1|782354	GH11	Glycoside Hydrolase Family 11
Neocon1|782520	EXPN	Distantly related to plant expansins
Neocon1|782539	DOC2	
Neocon1|782539	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|782539	DOC2	
Neocon1|782714	DOC2	
Neocon1|782714	DOC2	
Neocon1|782714	DOC2	
Neocon1|782714	GH6	Glycoside Hydrolase Family 6
Neocon1|782714	GH6	Glycoside Hydrolase Family 6
Neocon1|782738	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|782738	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|782738	GH43	Glycoside Hydrolase Family 43
Neocon1|782742	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|782742	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|782742	DOC2	
Neocon1|782742	GH43	Glycoside Hydrolase Family 43
Neocon1|782742	DOC2	
Neocon1|782845	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|782845	DOC2	
Neocon1|782845	DOC2	
Neocon1|782845	DOC2	
Neocon1|782978	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|783149	DOC2	
Neocon1|783190	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|783190	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|783190	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|783190	DOC2	
Neocon1|783190	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|783190	DOC2	
Neocon1|783190	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|783190	DOC2	
Neocon1|783190	DOC2	
Neocon1|783256	GT58	GlycosylTransferase Family 58
Neocon1|783365	CE4	Carbohydrate Esterase Family 4
Neocon1|783449	GT4	GlycosylTransferase Family 4
Neocon1|783770	CE4	Carbohydrate Esterase Family 4
Neocon1|783771	CE4	Carbohydrate Esterase Family 4
Neocon1|783899	DOC2	
Neocon1|783899	DOC2	
Neocon1|783953	GH1	Glycoside Hydrolase Family 1
Neocon1|783965	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784092	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|784092	GH6	Glycoside Hydrolase Family 6
Neocon1|784092	GH6	Glycoside Hydrolase Family 6
Neocon1|784092	GH6	Glycoside Hydrolase Family 6
Neocon1|784101	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784114	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784114	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784114	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784114	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784115	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784115	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784115	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|784121	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|784121	CE6	Carbohydrate Esterase Family 6
Neocon1|784259	GH13_28	Glycoside Hydrolase Family 13 / Subf 28
Neocon1|784259	CBM26	Carbohydrate-Binding Module Family 26
Neocon1|784296	CE4	Carbohydrate Esterase Family 4
Neocon1|784416	DOC2	
Neocon1|784416	DOC2	
Neocon1|784416	DOC2	
Neocon1|784416	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|784869	GH3	Glycoside Hydrolase Family 3
Neocon1|784963	GT22	GlycosylTransferase Family 22
Neocon1|785057	GT2	GlycosylTransferase Family 2
Neocon1|785131	GT71	GlycosylTransferase Family 71
Neocon1|785163	CE4	Carbohydrate Esterase Family 4
Neocon1|785358	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785359	GH48	Glycoside Hydrolase Family 48
Neocon1|785359	DOC2	
Neocon1|785359	DOC2	
Neocon1|785371	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|785371	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|785386	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|785386	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|785386	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|785386	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|785451	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785451	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785468	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785468	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785468	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785468	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|785496	DOC2	
Neocon1|785496	DOC2	
Neocon1|785523	EXPN	Distantly related to plant expansins
Neocon1|785524	EXPN	Distantly related to plant expansins
Neocon1|785584	CE4	Carbohydrate Esterase Family 4
Neocon1|785584	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|785710	GT2	GlycosylTransferase Family 2
Neocon1|785711	GT2	GlycosylTransferase Family 2
Neocon1|786531	DOC2	
Neocon1|786531	DOC2	
Neocon1|786531	GH10	Glycoside Hydrolase Family 10
Neocon1|786808	DOC2	
Neocon1|786809	DOC2	
Neocon1|787375	DOC2	
Neocon1|787375	DOC2	
Neocon1|787375	DOC2	
Neocon1|787375	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|787375	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|787375	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|787484	DOC2	
Neocon1|787484	DOC2	
Neocon1|787533	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|787533	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|787533	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|787533	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|787774	GH3	Glycoside Hydrolase Family 3
Neocon1|787778	DOC2	
Neocon1|787778	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|787778	DOC2	
Neocon1|787778	GH2	Glycoside Hydrolase Family 2
Neocon1|787929	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|787929	PL1	Polysaccharide Lyase Family 1
Neocon1|787934	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|787934	PL1	Polysaccharide Lyase Family 1
Neocon1|787934	PL1	Polysaccharide Lyase Family 1
Neocon1|788052	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788052	GH11	Glycoside Hydrolase Family 11
Neocon1|788189	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788293	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788374	GH48	Glycoside Hydrolase Family 48
Neocon1|788374	DOC2	
Neocon1|788374	DOC2	
Neocon1|788477	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788477	GH11	Glycoside Hydrolase Family 11
Neocon1|788480	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788480	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788480	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788480	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788482	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788482	GH11	Glycoside Hydrolase Family 11
